0, 2
0, 4
0, 6
0, 8
0, 10
0, 12
0, 14
0, 16
0, 18
0, 20
0, 22
0, 24
0, 26
0, 28
0, 30
0, 32
0, 34
0, 36
0, 38
0, 40
0, 42
0, 44
0, 46
0, 48
0, 50
0, 52
0, 54
0, 56
0, 58
0, 60
0, 62
0, 64
0, 66
0, 68
0, 70
0, 72
0, 74
0, 76
0, 78
0, 80
0, 82
0, 84
0, 86
0, 88
0, 90
0, 92
0, 94
0, 96
0, 98
0, 100
0, 102
0, 104
0, 106
0, 108
0, 110
0, 112
0, 114
0, 116
0, 118
0, 120
0, 122
0, 124
0, 126
0, 128
0, 130
0, 132
0, 134
0, 136
0, 138
0, 140
0, 142
0, 144
0, 146
0, 148
0, 150
0, 152
0, 154
0, 156
0, 158
0, 160
0, 162
0, 164
0, 166
0, 168
0, 170
0, 172
0, 174
0, 176
0, 178
0, 180
0, 182
0, 184
0, 186
0, 188
0, 190
0, 192
0, 194
0, 196
0, 198
0, 200
0, 202
0, 204
0, 206
0, 208
0, 210
0, 212
0, 214
0, 216
0, 218
0, 220
0, 222
0, 224
0, 226
0, 228
0, 230
0, 232
0, 234
0, 236
0, 238
0, 240
0, 242
0, 244
0, 246
0, 248
0, 250
0, 252
0, 254
1, 170
1, 204
1, 236
1, 240
2, 170
2, 172
2, 204
2, 236
2, 240
3, 17
3, 170
3, 204
3, 236
3, 240
4, 42
4, 112
4, 170
4, 200
4, 204
4, 232
4, 240
5, 170
5, 204
5, 240
6, 170
6, 204
6, 240
7, 170
7, 204
7, 240
8, 32
8, 42
8, 64
8, 170
8, 204
8, 240
9, 170
9, 204
9, 240
10, 170
10, 204
10, 240
11, 170
11, 204
11, 240
12, 34
12, 42
12, 140
12, 170
12, 204
12, 208
12, 240
13, 170
13, 204
13, 240
14, 142
14, 170
14, 204
14, 240
15, 23
15, 43
15, 51
15, 77
15, 85
15, 105
15, 113
15, 142
15, 150
15, 170
15, 178
15, 204
15, 212
15, 232
15, 240
16, 170
16, 204
16, 228
16, 236
16, 240
17, 170
17, 204
17, 236
17, 240
18, 170
18, 204
18, 240
19, 170
19, 204
19, 240
20, 170
20, 204
20, 240
21, 170
21, 204
21, 240
22, 170
22, 204
22, 240
23, 51
23, 85
23, 170
23, 204
23, 232
23, 240
24, 170
24, 204
24, 240
25, 170
25, 204
25, 240
26, 170
26, 204
26, 240
27, 170
27, 204
27, 240
28, 170
28, 204
28, 240
29, 170
29, 204
29, 240
30, 170
30, 204
30, 240
31, 170
31, 204
31, 240
32, 64
32, 128
32, 136
32, 170
32, 192
32, 204
32, 232
32, 240
33, 170
33, 204
33, 240
34, 42
34, 140
34, 170
34, 204
34, 208
34, 240
35, 170
35, 204
35, 240
36, 170
36, 204
36, 240
37, 170
37, 204
37, 240
38, 170
38, 204
38, 240
39, 170
39, 204
39, 240
40, 170
40, 204
40, 240
41, 170
41, 204
41, 240
42, 170
42, 200
42, 204
42, 208
42, 212
42, 240
43, 51
43, 85
43, 170
43, 204
43, 212
43, 240
44, 170
44, 204
44, 240
45, 170
45, 204
45, 240
46, 170
46, 204
46, 240
47, 170
47, 204
47, 240
48, 68
48, 112
48, 138
48, 170
48, 196
48, 204
48, 240
49, 170
49, 204
49, 240
50, 170
50, 178
50, 204
50, 240
51, 77
51, 85
51, 105
51, 113
51, 142
51, 150
51, 170
51, 178
51, 204
51, 212
51, 232
51, 240
52, 170
52, 204
52, 240
53, 170
53, 204
53, 240
54, 170
54, 204
54, 240
55, 170
55, 204
55, 240
56, 170
56, 204
56, 240
57, 170
57, 204
57, 240
58, 170
58, 204
58, 240
59, 170
59, 204
59, 240
60, 90
60, 102
60, 150
60, 170
60, 204
60, 240
61, 170
61, 204
61, 240
62, 170
62, 204
62, 240
63, 119
63, 170
63, 200
63, 204
63, 240
64, 112
64, 170
64, 204
64, 240
65, 170
65, 204
65, 240
66, 170
66, 204
66, 240
67, 170
67, 204
67, 240
68, 112
68, 138
68, 170
68, 196
68, 204
68, 240
69, 170
69, 204
69, 240
70, 170
70, 204
70, 240
71, 170
71, 204
71, 240
72, 170
72, 204
72, 240
73, 170
73, 204
73, 240
74, 170
74, 204
74, 240
75, 170
75, 204
75, 240
76, 170
76, 178
76, 204
76, 240
77, 85
77, 170
77, 178
77, 204
77, 240
78, 170
78, 204
78, 240
79, 170
79, 204
79, 240
80, 170
80, 204
80, 240
81, 170
81, 204
81, 240
82, 170
82, 204
82, 240
83, 170
83, 204
83, 240
84, 170
84, 204
84, 212
84, 240
85, 105
85, 113
85, 142
85, 150
85, 170
85, 178
85, 204
85, 212
85, 232
85, 240
86, 170
86, 204
86, 240
87, 170
87, 204
87, 240
88, 170
88, 204
88, 240
89, 170
89, 204
89, 240
90, 102
90, 150
90, 170
90, 204
90, 240
91, 170
91, 204
91, 240
92, 170
92, 204
92, 240
93, 170
93, 204
93, 240
94, 170
94, 204
94, 240
95, 170
95, 204
95, 240
96, 170
96, 204
96, 240
97, 170
97, 204
97, 240
98, 170
98, 204
98, 240
99, 170
99, 204
99, 240
100, 170
100, 204
100, 240
101, 170
101, 204
101, 240
102, 150
102, 170
102, 204
102, 240
103, 170
103, 204
103, 240
104, 170
104, 204
104, 240
105, 150
105, 170
105, 204
105, 240
106, 170
106, 204
106, 240
107, 170
107, 204
107, 240
108, 170
108, 204
108, 240
109, 170
109, 204
109, 240
110, 170
110, 204
110, 240
111, 170
111, 204
111, 240
112, 138
112, 142
112, 170
112, 200
112, 204
112, 240
113, 142
113, 170
113, 204
113, 240
114, 170
114, 204
114, 240
115, 170
115, 204
115, 240
